geonames datasets sourced from geonames.org under opensource attribution license
geonames datasets downloaded from https://data.opendatasoft.com
opendatasoft dataset identifier geonames-all-cities-with-a-population-1000@public
opensoft url https://data.opendatasoft.com/explore/dataset/geonames-all-cities-with-a-population-1000%40public/information/
This file is extracted from the download
"CITY_NAME"|"CITY_NAME_UNICODE"|"COUNTRY_CODE"|"COUNTRY_NAME"|"POPULATION"|"TIME_ZONE_NAME"|"LATITUDE"|"LONGITUDE"
"Hammond Park"|"Hammond Park"|"AU"|"Australia"|4782|"Australia/Perth"|"-32.16853"|"115.8504"
"Hammondville"|"Hammondville"|"AU"|"Australia"|3464|"Australia/Sydney"|"-33.94827"|"150.95211"
"Hampstead Gardens"|"Hampstead Gardens"|"AU"|"Australia"|1375|"Australia/Adelaide"|"-34.87448"|"138.62881"
"Hampton"|"Hampton"|"AU"|"Australia"|13518|"Australia/Melbourne"|"-37.95"|"145.0"
"Hampton East"|"Hampton East"|"AU"|"Australia"|5069|"Australia/Melbourne"|"-37.93695"|"145.02863"
"Hampton Park"|"Hampton Park"|"AU"|"Australia"|26082|"Australia/Melbourne"|"-38.03333"|"145.25"
"Hannans"|"Hannans"|"AU"|"Australia"|2495|"Australia/Perth"|"-30.71909"|"121.4548"
"Hanwood"|"Hanwood"|"AU"|"Australia"|1227|"Australia/Sydney"|"-34.33095"|"146.04137"
"Happy Valley"|"Happy Valley"|"AU"|"Australia"|11531|"Australia/Adelaide"|"-35.08333"|"138.53333"
"Harlaxton"|"Harlaxton"|"AU"|"Australia"|2518|"Australia/Brisbane"|"-27.53333"|"151.96667"
"Harrington"|"Harrington"|"AU"|"Australia"|2939|"Australia/Sydney"|"-31.88306"|"152.65924"
"Harrington Park"|"Harrington Park"|"AU"|"Australia"|10584|"Australia/Sydney"|"-34.02405"|"150.73501"
"Harris Park"|"Harris Park"|"AU"|"Australia"|5738|"Australia/Sydney"|"-33.82285"|"151.00781"
"Harrisdale"|"Harrisdale"|"AU"|"Australia"|8893|"Australia/Perth"|"-32.11084"|"115.93563"
"Harrison"|"Harrison"|"AU"|"Australia"|7556|"Australia/Sydney"|"-35.19906"|"149.15631"
"Harristown"|"Harristown"|"AU"|"Australia"|8417|"Australia/Brisbane"|"-27.58333"|"151.93333"
"Harvey"|"Harvey"|"AU"|"Australia"|3281|"Australia/Perth"|"-33.07863"|"115.91512"
"Hassall Grove"|"Hassall Grove"|"AU"|"Australia"|4519|"Australia/Sydney"|"-33.73349"|"150.83542"
"Hastings"|"Hastings"|"AU"|"Australia"|9449|"Australia/Melbourne"|"-38.3"|"145.18333"
"Hatton Vale"|"Hatton Vale"|"AU"|"Australia"|1510|"Australia/Brisbane"|"-27.56667"|"152.46667"
"Haven"|"Haven"|"AU"|"Australia"|1238|"Australia/Melbourne"|"-36.76072"|"142.19426"
"Hawker"|"Hawker"|"AU"|"Australia"|2962|"Australia/Sydney"|"-35.24707"|"149.03666"
"Hawks Nest"|"Hawks Nest"|"AU"|"Australia"|1299|"Australia/Sydney"|"-32.66755"|"152.17831"
"Hawthorn"|"Hawthorn"|"AU"|"Australia"|22322|"Australia/Melbourne"|"-37.81992"|"145.0358"
"Hawthorn"|"Hawthorn"|"AU"|"Australia"|2106|"Australia/Adelaide"|"-34.97384"|"138.60738"
"Hawthorn East"|"Hawthorn East"|"AU"|"Australia"|14834|"Australia/Melbourne"|"-37.82484"|"145.0464"
"Hawthorn South"|"Hawthorn South"|"AU"|"Australia"|21177|"Australia/Melbourne"|"-37.8329"|"145.0367"
"Hawthorndene"|"Hawthorndene"|"AU"|"Australia"|3157|"Australia/Adelaide"|"-35.02229"|"138.63039"
"Hawthorne"|"Hawthorne"|"AU"|"Australia"|4786|"Australia/Brisbane"|"-27.46696"|"153.05779"
"Hay"|"Hay"|"AU"|"Australia"|2369|"Australia/Sydney"|"-34.50903"|"144.84306"
"Hay Point"|"Hay Point"|"AU"|"Australia"|1263|"Australia/Brisbane"|"-21.29646"|"149.27368"
"Hayborough"|"Hayborough"|"AU"|"Australia"|2135|"Australia/Adelaide"|"-35.53129"|"138.65037"
"Haymarket"|"Haymarket"|"AU"|"Australia"|9587|"Australia/Sydney"|"-33.87868"|"151.20526"
"Hazelbrook"|"Hazelbrook"|"AU"|"Australia"|4880|"Australia/Sydney"|"-33.72446"|"150.45839"
"Hazelwood North"|"Hazelwood North"|"AU"|"Australia"|1412|"Australia/Melbourne"|"-38.26763"|"146.48286"
"Hazelwood Park"|"Hazelwood Park"|"AU"|"Australia"|1846|"Australia/Adelaide"|"-34.93947"|"138.65879"
"Healesville"|"Healesville"|"AU"|"Australia"|7382|"Australia/Melbourne"|"-37.65395"|"145.51718"
"Healy"|"Healy"|"AU"|"Australia"|1836|"Australia/Brisbane"|"-20.74596"|"139.5001"
"Heathcote"|"Heathcote"|"AU"|"Australia"|2712|"Australia/Melbourne"|"-36.92214"|"144.70837"
"Heathcote"|"Heathcote"|"AU"|"Australia"|5935|"Australia/Sydney"|"-34.0841"|"151.01305"
"Heatherton"|"Heatherton"|"AU"|"Australia"|2826|"Australia/Melbourne"|"-37.96667"|"145.1"
"Heathmont"|"Heathmont"|"AU"|"Australia"|9933|"Australia/Melbourne"|"-37.83333"|"145.25"
"Heathridge"|"Heathridge"|"AU"|"Australia"|6534|"Australia/Perth"|"-31.76244"|"115.75895"
"Heathwood"|"Heathwood"|"AU"|"Australia"|2777|"Australia/Brisbane"|"-27.63449"|"152.98814"
"Heatley"|"Heatley"|"AU"|"Australia"|3983|"Australia/Brisbane"|"-19.29035"|"146.75355"
"Hebersham"|"Hebersham"|"AU"|"Australia"|5660|"Australia/Sydney"|"-33.74582"|"150.82385"
"Heckenberg"|"Heckenberg"|"AU"|"Australia"|3118|"Australia/Sydney"|"-33.90828"|"150.88982"
"Hectorville"|"Hectorville"|"AU"|"Australia"|3661|"Australia/Adelaide"|"-34.89157"|"138.65892"
"Heddon Greta"|"Heddon Greta"|"AU"|"Australia"|2025|"Australia/Sydney"|"-32.80204"|"151.51327"
"Heidelberg"|"Heidelberg"|"AU"|"Australia"|7360|"Australia/Melbourne"|"-37.75"|"145.06667"
"Heidelberg Heights"|"Heidelberg Heights"|"AU"|"Australia"|6010|"Australia/Melbourne"|"-37.74313"|"145.05695"
"Heidelberg West"|"Heidelberg West"|"AU"|"Australia"|5495|"Australia/Melbourne"|"-37.73922"|"145.04034"
"Helena Valley"|"Helena Valley"|"AU"|"Australia"|3578|"Australia/Perth"|"-31.91938"|"116.03982"
"Helensburgh"|"Helensburgh"|"AU"|"Australia"|6221|"Australia/Sydney"|"-34.17836"|"150.99522"
"Helensvale"|"Helensvale"|"AU"|"Australia"|16839|"Australia/Brisbane"|"-27.91828"|"153.33275"
"Helidon"|"Helidon"|"AU"|"Australia"|1056|"Australia/Brisbane"|"-27.55316"|"152.12398"
"Hemmant"|"Hemmant"|"AU"|"Australia"|2338|"Australia/Brisbane"|"-27.44776"|"153.13174"
"Hendra"|"Hendra"|"AU"|"Australia"|4620|"Australia/Brisbane"|"-27.41775"|"153.07025"
"Henley Beach"|"Henley Beach"|"AU"|"Australia"|5840|"Australia/Adelaide"|"-34.92029"|"138.49442"
"Henley Beach South"|"Henley Beach South"|"AU"|"Australia"|2593|"Australia/Adelaide"|"-34.92591"|"138.49554"
"Henley Brook"|"Henley Brook"|"AU"|"Australia"|2469|"Australia/Perth"|"-31.81393"|"115.98807"
"Henty"|"Henty"|"AU"|"Australia"|1211|"Australia/Sydney"|"-35.52094"|"147.03426"
"Herbert"|"Herbert"|"AU"|"Australia"|1777|"Australia/Darwin"|"-12.53414"|"131.16197"
"Herdsmans Cove"|"Herdsmans Cove"|"AU"|"Australia"|1126|"Australia/Hobart"|"-42.75066"|"147.26483"
"Heritage Park"|"Heritage Park"|"AU"|"Australia"|4915|"Australia/Brisbane"|"-27.68273"|"153.06082"
"Hermit Park"|"Hermit Park"|"AU"|"Australia"|3378|"Australia/Brisbane"|"-19.28741"|"146.80043"
"Herne Hill"|"Herne Hill"|"AU"|"Australia"|3363|"Australia/Melbourne"|"-38.13427"|"144.32406"
"Herne Hill"|"Herne Hill"|"AU"|"Australia"|1489|"Australia/Perth"|"-31.82553"|"116.0227"
"Herston"|"Herston"|"AU"|"Australia"|2963|"Australia/Brisbane"|"-27.44453"|"153.01852"
"Hervey Bay"|"Hervey Bay"|"AU"|"Australia"|52230|"Australia/Brisbane"|"-25.28762"|"152.76936"
"Hewett"|"Hewett"|"AU"|"Australia"|2788|"Australia/Adelaide"|"-34.57801"|"138.75242"
"Heyfield"|"Heyfield"|"AU"|"Australia"|1944|"Australia/Melbourne"|"-37.9813"|"146.78559"
"Heywood"|"Heywood"|"AU"|"Australia"|1665|"Australia/Melbourne"|"-38.13294"|"141.62949"
"Higgins"|"Higgins"|"AU"|"Australia"|2963|"Australia/Sydney"|"-35.23242"|"149.0272"
"High Wycombe"|"High Wycombe"|"AU"|"Australia"|11990|"Australia/Perth"|"-31.94444"|"116.0034"
"Highbury"|"Highbury"|"AU"|"Australia"|6432|"Australia/Adelaide"|"-34.85287"|"138.6975"
"Highett"|"Highett"|"AU"|"Australia"|12016|"Australia/Melbourne"|"-37.95"|"145.05"
"Highfields"|"Highfields"|"AU"|"Australia"|7922|"Australia/Brisbane"|"-27.46343"|"151.95386"
"Highgate"|"Highgate"|"AU"|"Australia"|2198|"Australia/Perth"|"-31.93971"|"115.87015"
"Highgate"|"Highgate"|"AU"|"Australia"|1604|"Australia/Adelaide"|"-34.96177"|"138.6218"
"Highgate Hill"|"Highgate Hill"|"AU"|"Australia"|6083|"Australia/Brisbane"|"-27.48912"|"153.01878"
"Highland Park"|"Highland Park"|"AU"|"Australia"|6436|"Australia/Brisbane"|"-28.01392"|"153.33312"
"Highton"|"Highton"|"AU"|"Australia"|18388|"Australia/Melbourne"|"-38.17058"|"144.3114"
"Highvale"|"Highvale"|"AU"|"Australia"|1726|"Australia/Brisbane"|"-27.37227"|"152.80195"
"Hilbert"|"Hilbert"|"AU"|"Australia"|1516|"Australia/Perth"|"-32.17818"|"115.9849"
"Hill Top"|"Hill Top"|"AU"|"Australia"|2635|"Australia/Sydney"|"-34.34792"|"150.4955"
"Hillarys"|"Hillarys"|"AU"|"Australia"|11200|"Australia/Perth"|"-31.80698"|"115.74045"
"Hillbank"|"Hillbank"|"AU"|"Australia"|4565|"Australia/Adelaide"|"-34.73588"|"138.68723"
"Hillcrest"|"Hillcrest"|"AU"|"Australia"|5603|"Australia/Brisbane"|"-27.66857"|"153.02614"
"Hillcrest"|"Hillcrest"|"AU"|"Australia"|3335|"Australia/Adelaide"|"-34.86252"|"138.64306"
"Hillcrest"|"Hillcrest"|"AU"|"Australia"|1001|"Australia/Hobart"|"-41.06324"|"145.89437"
"Hillman"|"Hillman"|"AU"|"Australia"|1795|"Australia/Perth"|"-32.28327"|"115.76364"
"Hillsdale"|"Hillsdale"|"AU"|"Australia"|5412|"Australia/Sydney"|"-33.95151"|"151.22784"
"Hillside"|"Hillside"|"AU"|"Australia"|17331|"Australia/Melbourne"|"-37.69047"|"144.74172"
"Hillston"|"Hillston"|"AU"|"Australia"|1448|"Australia/Sydney"|"-33.48266"|"145.53525"
"Hillvue"|"Hillvue"|"AU"|"Australia"|6191|"Australia/Sydney"|"-31.12756"|"150.90711"
"Hilton"|"Hilton"|"AU"|"Australia"|3861|"Australia/Perth"|"-32.06208"|"115.78049"
"Hinchinbrook"|"Hinchinbrook"|"AU"|"Australia"|11220|"Australia/Sydney"|"-33.91878"|"150.86314"
"Hindmarsh Island"|"Hindmarsh Island"|"AU"|"Australia"|1341|"Australia/Adelaide"|"-35.51014"|"138.86762"
"Hmas Cerberus"|"Hmas Cerberus"|"AU"|"Australia"|1278|"Australia/Melbourne"|"-38.36491"|"145.20038"
"Hobart"|"Hobart"|"AU"|"Australia"|247086|"Australia/Hobart"|"-42.87936"|"147.32941"
"Hobart city centre"|"Hobart city centre"|"AU"|"Australia"|3971|"Australia/Hobart"|"-42.8828"|"147.32582"
"Hobartville"|"Hobartville"|"AU"|"Australia"|2734|"Australia/Sydney"|"-33.60435"|"150.74299"
"Hocking"|"Hocking"|"AU"|"Australia"|5783|"Australia/Perth"|"-31.77012"|"115.81832"
"Hodgson Vale"|"Hodgson Vale"|"AU"|"Australia"|1345|"Australia/Brisbane"|"-27.66518"|"151.93251"
"Holbrook"|"Holbrook"|"AU"|"Australia"|1688|"Australia/Sydney"|"-35.721"|"147.31605"
"Holden Hill"|"Holden Hill"|"AU"|"Australia"|3224|"Australia/Adelaide"|"-34.85161"|"138.67232"
"Holder"|"Holder"|"AU"|"Australia"|2539|"Australia/Sydney"|"-35.33439"|"149.04614"
"Holland Park"|"Holland Park"|"AU"|"Australia"|7983|"Australia/Brisbane"|"-27.51704"|"153.06744"
"Holland Park West"|"Holland Park West"|"AU"|"Australia"|6266|"Australia/Brisbane"|"-27.52625"|"153.06046"
"Holloways Beach"|"Holloways Beach"|"AU"|"Australia"|2376|"Australia/Brisbane"|"-16.84209"|"145.73922"
"Hollywell"|"Hollywell"|"AU"|"Australia"|2826|"Australia/Brisbane"|"-27.90076"|"153.39609"
"Holmesville"|"Holmesville"|"AU"|"Australia"|1326|"Australia/Sydney"|"-32.91667"|"151.58333"
"Holmview"|"Holmview"|"AU"|"Australia"|2342|"Australia/Brisbane"|"-27.71631"|"153.17045"
"Holroyd"|"Holroyd"|"AU"|"Australia"|1279|"Australia/Sydney"|"-33.83078"|"150.99725"
"Holsworthy"|"Holsworthy"|"AU"|"Australia"|5771|"Australia/Sydney"|"-33.98333"|"150.96667"
"Holt"|"Holt"|"AU"|"Australia"|4524|"Australia/Sydney"|"-35.22441"|"149.01188"
"Holtze"|"Holtze"|"AU"|"Australia"|2333|"Australia/Darwin"|"-12.4485"|"131.00556"
"Home Hill"|"Home Hill"|"AU"|"Australia"|3013|"Australia/Brisbane"|"-19.65921"|"147.41232"
"Homebush"|"Homebush"|"AU"|"Australia"|6787|"Australia/Sydney"|"-33.86667"|"151.08333"
"Homebush West"|"Homebush West"|"AU"|"Australia"|8521|"Australia/Sydney"|"-33.86269"|"151.06696"
"Hope Island"|"Hope Island"|"AU"|"Australia"|11154|"Australia/Brisbane"|"-27.87036"|"153.35164"
"Hope Vale"|"Hope Vale"|"AU"|"Australia"|1049|"Australia/Brisbane"|"-15.29561"|"145.11125"
"Hope Valley"|"Hope Valley"|"AU"|"Australia"|8223|"Australia/Adelaide"|"-34.83333"|"138.7"
"Hoppers Crossing"|"Hoppers Crossing"|"AU"|"Australia"|37216|"Australia/Melbourne"|"-37.88264"|"144.7003"
"Horningsea Park"|"Horningsea Park"|"AU"|"Australia"|3706|"Australia/Sydney"|"-33.94341"|"150.84528"
"Hornsby"|"Hornsby"|"AU"|"Australia"|22335|"Australia/Sydney"|"-33.70244"|"151.09931"
"Hornsby Heights"|"Hornsby Heights"|"AU"|"Australia"|6204|"Australia/Sydney"|"-33.6713"|"151.09428"
"Horsham"|"Horsham"|"AU"|"Australia"|14233|"Australia/Melbourne"|"-36.71131"|"142.19981"
"Horsley"|"Horsley"|"AU"|"Australia"|8089|"Australia/Sydney"|"-34.48763"|"150.77799"
"Horsley Park"|"Horsley Park"|"AU"|"Australia"|1820|"Australia/Sydney"|"-33.84322"|"150.84889"
"Hotham Heights"|"Hotham Heights"|"AU"|"Australia"|2221|"Australia/Melbourne"|"-36.99298"|"147.15225"
"Hove"|"Hove"|"AU"|"Australia"|3010|"Australia/Adelaide"|"-35.00814"|"138.5212"
"Howard"|"Howard"|"AU"|"Australia"|1332|"Australia/Brisbane"|"-25.31934"|"152.55986"
"Howard Springs"|"Howard Springs"|"AU"|"Australia"|6852|"Australia/Darwin"|"-12.49576"|"131.04446"
"Howlong"|"Howlong"|"AU"|"Australia"|2695|"Australia/Sydney"|"-35.98197"|"146.63248"
"Howrah"|"Howrah"|"AU"|"Australia"|8317|"Australia/Hobart"|"-42.88728"|"147.40554"
"Hoxton Park"|"Hoxton Park"|"AU"|"Australia"|4329|"Australia/Sydney"|"-33.93126"|"150.85412"
"Hughenden"|"Hughenden"|"AU"|"Australia"|1253|"Australia/Brisbane"|"-20.84399"|"144.20035"
"Hughes"|"Hughes"|"AU"|"Australia"|2900|"Australia/Sydney"|"-35.33269"|"149.09491"
"Hughesdale"|"Hughesdale"|"AU"|"Australia"|7563|"Australia/Melbourne"|"-37.9"|"145.08333"
"Humpty Doo"|"Humpty Doo"|"AU"|"Australia"|4442|"Australia/Darwin"|"-12.575"|"131.103"
"Hunters Hill"|"Hunters Hill"|"AU"|"Australia"|9357|"Australia/Sydney"|"-33.83432"|"151.1459"
"Hunterview"|"Hunterview"|"AU"|"Australia"|2947|"Australia/Sydney"|"-32.54343"|"151.17717"
"Huntfield Heights"|"Huntfield Heights"|"AU"|"Australia"|3999|"Australia/Adelaide"|"-35.15452"|"138.51417"
"Huntingdale"|"Huntingdale"|"AU"|"Australia"|1826|"Australia/Melbourne"|"-37.90766"|"145.10847"
"Huntingdale"|"Huntingdale"|"AU"|"Australia"|8525|"Australia/Perth"|"-32.08318"|"115.96614"
"Huntly"|"Huntly"|"AU"|"Australia"|2321|"Australia/Melbourne"|"-36.66451"|"144.33382"
"Huonville"|"Huonville"|"AU"|"Australia"|2666|"Australia/Hobart"|"-43.03124"|"147.04813"
"Hurlstone Park"|"Hurlstone Park"|"AU"|"Australia"|4648|"Australia/Sydney"|"-33.90988"|"151.12867"
"Hurstbridge"|"Hurstbridge"|"AU"|"Australia"|3363|"Australia/Melbourne"|"-37.64157"|"145.19408"
"Hurstville"|"Hurstville"|"AU"|"Australia"|29744|"Australia/Sydney"|"-33.9677"|"151.10149"
"Hurstville Grove"|"Hurstville Grove"|"AU"|"Australia"|2660|"Australia/Sydney"|"-33.97993"|"151.09029"
"Hyde Park"|"Hyde Park"|"AU"|"Australia"|1399|"Australia/Brisbane"|"-19.27691"|"146.79653"
"Hyde Park"|"Hyde Park"|"AU"|"Australia"|1632|"Australia/Adelaide"|"-34.95467"|"138.60107"
"Idalia"|"Idalia"|"AU"|"Australia"|4290|"Australia/Brisbane"|"-19.30682"|"146.81389"
"Illawong"|"Illawong"|"AU"|"Australia"|7206|"Australia/Sydney"|"-34.0"|"151.03333"
"Iluka"|"Iluka"|"AU"|"Australia"|1969|"Australia/Sydney"|"-29.40147"|"153.35112"
"Iluka"|"Iluka"|"AU"|"Australia"|5168|"Australia/Perth"|"-31.73554"|"115.73058"
"Inala"|"Inala"|"AU"|"Australia"|14840|"Australia/Brisbane"|"-27.59715"|"152.97432"
"Indented Head"|"Indented Head"|"AU"|"Australia"|1105|"Australia/Melbourne"|"-38.14305"|"144.71343"
"Indooroopilly"|"Indooroopilly"|"AU"|"Australia"|11987|"Australia/Brisbane"|"-27.50302"|"152.97518"
"Ingham"|"Ingham"|"AU"|"Australia"|4557|"Australia/Brisbane"|"-18.64552"|"146.16248"
"Ingle Farm"|"Ingle Farm"|"AU"|"Australia"|8679|"Australia/Adelaide"|"-34.83333"|"138.63333"
"Ingleburn"|"Ingleburn"|"AU"|"Australia"|14994|"Australia/Sydney"|"-34.0"|"150.86667"
"Inglewood"|"Inglewood"|"AU"|"Australia"|5529|"Australia/Perth"|"-31.91663"|"115.8798"
"Innaloo"|"Innaloo"|"AU"|"Australia"|7999|"Australia/Perth"|"-31.89272"|"115.79508"
"Innes Park"|"Innes Park"|"AU"|"Australia"|2238|"Australia/Brisbane"|"-24.86833"|"152.47992"
"Innisfail"|"Innisfail"|"AU"|"Australia"|1241|"Australia/Brisbane"|"-17.52209"|"146.03102"
"Innisfail Estate"|"Innisfail Estate"|"AU"|"Australia"|1341|"Australia/Brisbane"|"-17.5183"|"146.04474"
"Inverell"|"Inverell"|"AU"|"Australia"|11609|"Australia/Sydney"|"-29.77403"|"151.11166"
"Inverleigh"|"Inverleigh"|"AU"|"Australia"|1423|"Australia/Melbourne"|"-38.10177"|"144.05132"
"Inverloch"|"Inverloch"|"AU"|"Australia"|5257|"Australia/Melbourne"|"-38.62659"|"145.7226"
"Invermay"|"Invermay"|"AU"|"Australia"|3042|"Australia/Hobart"|"-41.42036"|"147.13358"
"Invermay Park"|"Invermay Park"|"AU"|"Australia"|1712|"Australia/Melbourne"|"-37.53063"|"143.85798"
"Ipswich"|"Ipswich"|"AU"|"Australia"|2958|"Australia/Brisbane"|"-27.62343"|"152.76067"
"Ironbark"|"Ironbark"|"AU"|"Australia"|1093|"Australia/Melbourne"|"-36.75478"|"144.26378"
"Irymple"|"Irymple"|"AU"|"Australia"|5977|"Australia/Melbourne"|"-34.23537"|"142.17101"
"Isaacs"|"Isaacs"|"AU"|"Australia"|2265|"Australia/Sydney"|"-35.36862"|"149.11555"
"Isabella Plains"|"Isabella Plains"|"AU"|"Australia"|4337|"Australia/Sydney"|"-35.42829"|"149.08795"
"Islington"|"Islington"|"AU"|"Australia"|1817|"Australia/Sydney"|"-32.91388"|"151.74739"
"Ivanhoe"|"Ivanhoe"|"AU"|"Australia"|12175|"Australia/Melbourne"|"-37.76903"|"145.04308"
"Ivanhoe East"|"Ivanhoe East"|"AU"|"Australia"|3762|"Australia/Melbourne"|"-37.7734"|"145.06195"
"Jabiru"|"Jabiru"|"AU"|"Australia"|1540|"Australia/Darwin"|"-12.67049"|"132.83604"
"Jacana"|"Jacana"|"AU"|"Australia"|2205|"Australia/Melbourne"|"-37.68778"|"144.91111"
"Jackass Flat"|"Jackass Flat"|"AU"|"Australia"|1139|"Australia/Melbourne"|"-36.71589"|"144.28597"
"Jacobs Well"|"Jacobs Well"|"AU"|"Australia"|1841|"Australia/Brisbane"|"-27.77992"|"153.36153"
"Jamberoo"|"Jamberoo"|"AU"|"Australia"|1595|"Australia/Sydney"|"-34.64745"|"150.77464"
"Jamboree Heights"|"Jamboree Heights"|"AU"|"Australia"|3049|"Australia/Brisbane"|"-27.55634"|"152.93402"
"Jamestown"|"Jamestown"|"AU"|"Australia"|1610|"Australia/Adelaide"|"-33.20531"|"138.60503"
"Jamisontown"|"Jamisontown"|"AU"|"Australia"|5485|"Australia/Sydney"|"-33.76797"|"150.67681"
"Jan Juc"|"Jan Juc"|"AU"|"Australia"|3609|"Australia/Melbourne"|"-38.34455"|"144.29518"
"Jandakot"|"Jandakot"|"AU"|"Australia"|2572|"Australia/Perth"|"-32.10158"|"115.87083"
"Jandowae"|"Jandowae"|"AU"|"Australia"|1001|"Australia/Brisbane"|"-26.78411"|"151.1124"
"Jane Brook"|"Jane Brook"|"AU"|"Australia"|3386|"Australia/Perth"|"-31.86368"|"116.05039"
"Jannali"|"Jannali"|"AU"|"Australia"|6078|"Australia/Sydney"|"-34.01643"|"151.06065"
"Jarrahdale"|"Jarrahdale"|"AU"|"Australia"|1171|"Australia/Perth"|"-32.3358"|"116.05951"
"Jensen"|"Jensen"|"AU"|"Australia"|1445|"Australia/Brisbane"|"-19.2457"|"146.65289"
"Jerilderie"|"Jerilderie"|"AU"|"Australia"|1022|"Australia/Sydney"|"-35.35757"|"145.72962"
"Jerrabomberra"|"Jerrabomberra"|"AU"|"Australia"|9240|"Australia/Sydney"|"-35.38441"|"149.20248"
"Jesmond"|"Jesmond"|"AU"|"Australia"|3100|"Australia/Sydney"|"-32.90275"|"151.69072"
"Jewells"|"Jewells"|"AU"|"Australia"|2346|"Australia/Sydney"|"-33.01386"|"151.68308"
"Jilliby"|"Jilliby"|"AU"|"Australia"|1624|"Australia/Sydney"|"-33.22605"|"151.41684"
"Jimboomba"|"Jimboomba"|"AU"|"Australia"|12981|"Australia/Brisbane"|"-27.83118"|"153.02737"
"Jindabyne"|"Jindabyne"|"AU"|"Australia"|6547|"Australia/Sydney"|"-36.41745"|"148.62254"
"Jindalee"|"Jindalee"|"AU"|"Australia"|5198|"Australia/Brisbane"|"-27.53446"|"152.93843"
"Jindalee"|"Jindalee"|"AU"|"Australia"|2492|"Australia/Perth"|"-31.64938"|"115.69496"
"Jindera"|"Jindera"|"AU"|"Australia"|2184|"Australia/Sydney"|"-35.95474"|"146.88852"
"Jingili"|"Jingili"|"AU"|"Australia"|1787|"Australia/Darwin"|"-12.38895"|"130.87281"
"Johnston"|"Johnston"|"AU"|"Australia"|2042|"Australia/Darwin"|"-12.48764"|"131.01169"
"Jolimont"|"Jolimont"|"AU"|"Australia"|1345|"Australia/Perth"|"-31.94564"|"115.80947"
"Joondalup"|"Joondalup"|"AU"|"Australia"|9302|"Australia/Perth"|"-31.74445"|"115.76835"
"Joondanna"|"Joondanna"|"AU"|"Australia"|4691|"Australia/Perth"|"-31.90767"|"115.84233"
"Jordan Springs"|"Jordan Springs"|"AU"|"Australia"|5111|"Australia/Sydney"|"-33.72138"|"150.72873"
"Joslin"|"Joslin"|"AU"|"Australia"|1138|"Australia/Adelaide"|"-34.89967"|"138.62655"
"Joyner"|"Joyner"|"AU"|"Australia"|2784|"Australia/Brisbane"|"-27.27613"|"152.94471"
"Jubilee Pocket"|"Jubilee Pocket"|"AU"|"Australia"|2016|"Australia/Brisbane"|"-20.28809"|"148.72938"
"Julatten"|"Julatten"|"AU"|"Australia"|1095|"Australia/Brisbane"|"-16.6072"|"145.34118"
"Junction Hill"|"Junction Hill"|"AU"|"Australia"|1335|"Australia/Sydney"|"-29.64113"|"152.92491"
"Junction Village"|"Junction Village"|"AU"|"Australia"|1034|"Australia/Melbourne"|"-38.13636"|"145.29684"
"Junee"|"Junee"|"AU"|"Australia"|4833|"Australia/Sydney"|"-34.86819"|"147.58273"
"Junortoun"|"Junortoun"|"AU"|"Australia"|3099|"Australia/Melbourne"|"-36.77106"|"144.36311"
"Jurien Bay"|"Jurien Bay"|"AU"|"Australia"|1773|"Australia/Perth"|"-30.30591"|"115.03825"
"Kadina"|"Kadina"|"AU"|"Australia"|2739|"Australia/Adelaide"|"-33.96495"|"137.71634"
"Kahibah"|"Kahibah"|"AU"|"Australia"|2393|"Australia/Sydney"|"-32.96175"|"151.71251"
"Kalamunda"|"Kalamunda"|"AU"|"Australia"|6744|"Australia/Perth"|"-31.97372"|"116.05845"
"Kalbar"|"Kalbar"|"AU"|"Australia"|1071|"Australia/Brisbane"|"-27.94169"|"152.62372"
"Kalbarri"|"Kalbarri"|"AU"|"Australia"|2602|"Australia/Perth"|"-27.7105"|"114.16505"
"Kaleen"|"Kaleen"|"AU"|"Australia"|7092|"Australia/Sydney"|"-35.21814"|"149.10516"
"Kalgoorlie"|"Kalgoorlie"|"AU"|"Australia"|4189|"Australia/Perth"|"-30.74614"|"121.4742"
"Kalimna"|"Kalimna"|"AU"|"Australia"|1200|"Australia/Melbourne"|"-37.87011"|"147.96664"
"Kalinga"|"Kalinga"|"AU"|"Australia"|2103|"Australia/Brisbane"|"-27.40957"|"153.05061"
"Kalkie"|"Kalkie"|"AU"|"Australia"|2650|"Australia/Brisbane"|"-24.84426"|"152.38532"
"Kallangur"|"Kallangur"|"AU"|"Australia"|20222|"Australia/Brisbane"|"-27.25204"|"152.99226"
"Kallaroo"|"Kallaroo"|"AU"|"Australia"|5042|"Australia/Perth"|"-31.79098"|"115.75298"
"Kallista"|"Kallista"|"AU"|"Australia"|1418|"Australia/Melbourne"|"-37.89815"|"145.38226"
"Kalorama"|"Kalorama"|"AU"|"Australia"|1184|"Australia/Melbourne"|"-37.81667"|"145.36667"
"Kambah"|"Kambah"|"AU"|"Australia"|14900|"Australia/Sydney"|"-35.38624"|"149.05804"
"Kambalda East"|"Kambalda East"|"AU"|"Australia"|1157|"Australia/Perth"|"-31.2055"|"121.67011"
"Kambalda West"|"Kambalda West"|"AU"|"Australia"|1749|"Australia/Perth"|"-31.20169"|"121.6306"
"Kamerunga"|"Kamerunga"|"AU"|"Australia"|1026|"Australia/Brisbane"|"-16.87321"|"145.7013"
