public dataset downloaded from https://data.opendatasoft.com
opendatasoft dataset identifier airports-code@public
opensoft url https://data.opendatasoft.com/explore/dataset/airports-code%40public/export/
This file is extracted from the original download file
"AIRPORT_CODE"|"AIRPORT_NAME"|"CITY_NAME"|"COUNTRY_CODE"|"COUNTRY_NAME"|"COORDINATES"|"LATITUDE"|"LONGITUDE"
"ALV"|"Andorra La Vella H/P"|"Andorra La Vella"|"AD"|"Andorra"|"42.5, 1.516667"|"42.5"|"1.516667"
"AAN"|"Al Ain"|"Al Ain"|"AE"|"United Arab Emirates"|"24.261667, 55.609167"|"24.261667"|"55.609167"
"AUH"|"Abu Dhabi International"|"Abu Dhabi"|"AE"|"United Arab Emirates"|"24.433056, 54.651111"|"24.433056"|"54.651111"
"AZI"|"Bateen"|"Abu Dhabi"|"AE"|"United Arab Emirates"|"24.428333, 54.458056"|"24.428333"|"54.458056"
"DHF"|"Al Dhafra Military Apt"|"Abu Dhabi"|"AE"|"United Arab Emirates"|"24.45, 54.383333"|"24.45"|"54.383333"
"DXB"|"Dubai"|"Dubai"|"AE"|"United Arab Emirates"|"25.25, 55.333333"|"25.25"|"55.333333"
"FJR"|"Fujairah Intl"|"Al-fujairah"|"AE"|"United Arab Emirates"|"25.112222, 56.323889"|"25.112222"|"56.323889"
"NHD"|"Minhad AB"|"Minhad AB"|"AE"|"United Arab Emirates"|"25.026944, 55.366111"|"25.026944"|"55.366111"
"RKT"|"Ras Al Khaimah"|"Ras Al Khaimah"|"AE"|"United Arab Emirates"|"25.613611, 55.938889"|"25.613611"|"55.938889"
"SHJ"|"Sharjah"|"Sharjah"|"AE"|"United Arab Emirates"|"25.328611, 55.517222"|"25.328611"|"55.517222"
"BIN"|"Bamiyan"|"Bamiyan"|"AF"|"Afghanistan"|"34.8, 67.816667"|"34.8"|"67.816667"
"BST"|"Bost"|"Bost"|"AF"|"Afghanistan"|"31.55, 64.366667"|"31.55"|"64.366667"
"CCN"|"Chakcharan"|"Chakcharan"|"AF"|"Afghanistan"|"34.533333, 65.266667"|"34.533333"|"65.266667"
"DAZ"|"Darwaz"|"Darwaz"|"AF"|"Afghanistan"|"38.466667, 70.883333"|"38.466667"|"70.883333"
"FAH"|"Farah"|"Farah"|"AF"|"Afghanistan"|"32.366667, 62.166667"|"32.366667"|"62.166667"
"FBD"|"Faizabad"|"Faizabad"|"AF"|"Afghanistan"|"37.083333, 70.5"|"37.083333"|"70.5"
"GRG"|"Gardez"|"Gardez"|"AF"|"Afghanistan"|"33.616667, 69.116667"|"33.616667"|"69.116667"
"GZI"|"Ghazni"|"Ghazni"|"AF"|"Afghanistan"|"33.0, 68.416667"|"33.0"|"68.416667"
"HEA"|"Herat"|"Herat"|"AF"|"Afghanistan"|"34.183333, 62.233333"|"34.183333"|"62.233333"
"IMZ"|"Nimroz"|"Nimroz"|"AF"|"Afghanistan"|"31.1, 61.933333"|"31.1"|"61.933333"
"JAA"|"Jalalabad"|"Jalalabad"|"AF"|"Afghanistan"|"34.4, 70.5"|"34.4"|"70.5"
"KBL"|"Khwaja Rawash"|"Kabul"|"AF"|"Afghanistan"|"34.565833, 69.212222"|"34.565833"|"69.212222"
"KDH"|"Kandahar"|"Kandahar"|"AF"|"Afghanistan"|"31.5, 65.85"|"31.5"|"65.85"
"KHT"|"Khost"|"Khost"|"AF"|"Afghanistan"|"33.333333, 69.95"|"33.333333"|"69.95"
"KUR"|"Kuran-O-Munjan"|"Kuran-O-Munjan"|"AF"|"Afghanistan"|"38.4, 71.116667"|"38.4"|"71.116667"
"KWH"|"Khwahan"|"Khwahan"|"AF"|"Afghanistan"|"37.883333, 70.2"|"37.883333"|"70.2"
"LQN"|"Qala Nau"|"Qala Nau"|"AF"|"Afghanistan"|"34.95, 63.666667"|"34.95"|"63.666667"
"MMZ"|"Maimana"|"Maimana"|"AF"|"Afghanistan"|"35.916667, 64.733333"|"35.916667"|"64.733333"
"MZR"|"Mazar-i-sharif"|"Mazar-i-sharif"|"AF"|"Afghanistan"|"36.706944, 67.209722"|"36.706944"|"67.209722"
"SBF"|"Sardeh Band"|"Sardeh Band"|"AF"|"Afghanistan"|"33.297778, 68.631667"|"33.297778"|"68.631667"
"SGA"|"Sheghnan"|"Sheghnan"|"AF"|"Afghanistan"|"38.033333, 71.716667"|"38.033333"|"71.716667"
"TII"|"Tirinkot"|"Tirinkot"|"AF"|"Afghanistan"|"32.628611, 65.8775"|"32.628611"|"65.8775"
"TQN"|"Taluqan"|"Taluqan"|"AF"|"Afghanistan"|"36.5, 69.5"|"36.5"|"69.5"
"UND"|"Kunduz"|"Kunduz"|"AF"|"Afghanistan"|"36.65, 68.883333"|"36.65"|"68.883333"
"URZ"|"Uruzgan"|"Uruzgan"|"AF"|"Afghanistan"|"32.9, 66.616667"|"32.9"|"66.616667"
"ZAJ"|"Zaranj"|"Zaranj"|"AF"|"Afghanistan"|"31.1, 61.883333"|"31.1"|"61.883333"
"ANU"|"V. C. Bird Intl"|"St. John's"|"AG"|"Antigua And Barbuda"|"17.136667, -61.792778"|"17.136667"|"-61.792778"
"BBQ"|"Barbuda"|"Barbuda"|"AG"|"Antigua and Barbuda"|"17.6, -61.783333"|"17.6"|"-61.783333"
"AXA"|"Wallblake"|"Anguilla"|"AI"|"Anguilla"|"18.204722, -63.055"|"18.204722"|"-63.055"
"TIA"|"Rinas Mother Teresa"|"Tirana"|"AL"|"Albania"|"41.414722, 19.720556"|"41.414722"|"19.720556"
"EVN"|"Zvartnots"|"Yerevan"|"AM"|"Armenia"|"40.147222, 44.395833"|"40.147222"|"44.395833"
"LWN"|"Gyoumri"|"Gyoumri"|"AM"|"Armenia"|"40.716667, 43.833333"|"40.716667"|"43.833333"
"BON"|"Flamingo International"|"Kralendijk"|"AN"|"Netherlands Antilles"|"12.131111, -68.268611"|"12.131111"|"-68.268611"
"CUR"|"Hato International Airport"|"Curacao"|"AN"|"Netherlands Antilles"|"12.2, -68.966667"|"12.2"|"-68.966667"
"EUX"|"F D Roosevelt"|"St Eustatius"|"AN"|"Netherlands Antilles"|"17.5, -62.966667"|"17.5"|"-62.966667"
"SAB"|"J. Yrausquin"|"Saba Island"|"AN"|"Netherlands Antilles"|"17.583333, -63.333333"|"17.583333"|"-63.333333"
"SXM"|"Princess Juliana International"|"Philipsburg, St. Maarten"|"AN"|"Netherlands Antilles"|"18.040833, -63.108889"|"18.040833"|"-63.108889"
"AAZ"|"Ambriz"|"Ambriz"|"AO"|"Angola"|"-7.862222, 13.116111"|"-7.862222"|"13.116111"
"ANL"|"Andulo"|"Andulo"|"AO"|"Angola"|"-11.5, 16.75"|"-11.5"|"16.75"
"AZZ"|"Ambriz"|"Ambriz"|"AO"|"Angola"|"-7.883333, 13.15"|"-7.883333"|"13.15"
"BUG"|"Gen V Deslandes"|"Benguela"|"AO"|"Angola"|"-12.608889, 13.403611"|"-12.608889"|"13.403611"
"CAB"|"Cabinda"|"Cabinda"|"AO"|"Angola"|"-5.55, 12.183333"|"-5.55"|"12.183333"
"CAV"|"Cazombo"|"Cazombo"|"AO"|"Angola"|"-11.883333, 22.933333"|"-11.883333"|"22.933333"
"CBT"|"Catumbela"|"Catumbela"|"AO"|"Angola"|"-12.483333, 13.483333"|"-12.483333"|"13.483333"
"CEO"|"Waco Kungo"|"Waco Kungo"|"AO"|"Angola"|"-13.333333, 14.5"|"-13.333333"|"14.5"
"CFF"|"Cafunfo"|"Cafunfo"|"AO"|"Angola"|"-8.766667, 18.0"|"-8.766667"|"18.0"
"CNZ"|"Cangamba"|"Cangamba"|"AO"|"Angola"|"-13.683333, 19.883333"|"-13.683333"|"19.883333"
"CTI"|"Cuito Cuanavale"|"Cuito Cuanavale"|"AO"|"Angola"|"-15.166667, 19.166667"|"-15.166667"|"19.166667"
"DRC"|"Dirico"|"Dirico"|"AO"|"Angola"|"-17.966667, 20.783333"|"-17.966667"|"20.783333"
"DUE"|"Dundo"|"Dundo"|"AO"|"Angola"|"-7.4, 20.816667"|"-7.4"|"20.816667"
"GGC"|"Lumbala"|"Lumbala"|"AO"|"Angola"|"-14.116667, 21.433333"|"-14.116667"|"21.433333"
"GXG"|"Negage"|"Negage"|"AO"|"Angola"|"-7.516667, 15.833333"|"-7.516667"|"15.833333"
"JMB"|"Jamba"|"Jamba"|"AO"|"Angola"|"-14.700278, 16.083333"|"-14.700278"|"16.083333"
"KNP"|"Capanda"|"Capanda"|"AO"|"Angola"|"-9.766944, 15.450278"|"-9.766944"|"15.450278"
"LAD"|"4 de Fevereiro"|"Luanda"|"AO"|"Angola"|"-8.85, 13.233333"|"-8.85"|"13.233333"
"LBZ"|"Lukapa"|"Lukapa"|"AO"|"Angola"|"-8.416667, 20.75"|"-8.416667"|"20.75"
"LUO"|"Luena"|"Luena"|"AO"|"Angola"|"-11.768056, 19.897778"|"-11.768056"|"19.897778"
"LZM"|"Luzamba"|"Luzamba"|"AO"|"Angola"|"-4.966667, 23.45"|"-4.966667"|"23.45"
"MEG"|"Malange"|"Malange"|"AO"|"Angola"|"-9.533333, 16.333333"|"-9.533333"|"16.333333"
"MSZ"|"Namibe"|"Namibe"|"AO"|"Angola"|"-15.208611, 12.160833"|"-15.208611"|"12.160833"
"NDD"|"Sumbe"|"Sumbe"|"AO"|"Angola"|"-11.166667, 13.866667"|"-11.166667"|"13.866667"
"NDF"|"Ndalatandos"|"Ndalatandos"|"AO"|"Angola"|"-13.783333, 16.716667"|"-13.783333"|"16.716667"
"NGV"|"Ngiva"|"Ngiva"|"AO"|"Angola"|"23.076111, 34.374444"|"23.076111"|"34.374444"
"NOV"|"Huambo"|"Huambo"|"AO"|"Angola"|"-12.783333, 15.766667"|"-12.783333"|"15.766667"
"PBN"|"Porto Amboim"|"Porto Amboim"|"AO"|"Angola"|"-10.7, 13.75"|"-10.7"|"13.75"
"PGI"|"Chitato"|"Chitato"|"AO"|"Angola"|"-7.35, 20.95"|"-7.35"|"20.95"
"SDD"|"Lubango"|"Lubango"|"AO"|"Angola"|"-14.916667, 13.483333"|"-14.916667"|"13.483333"
"SPP"|"Menongue"|"Menongue"|"AO"|"Angola"|"-14.633333, 17.733333000000002"|"-14.633333"|"17.733333000000002"
"SVP"|"Kuito"|"Kuito"|"AO"|"Angola"|"-12.404722, 16.9475"|"-12.404722"|"16.9475"
"SZA"|"Soyo"|"Soyo"|"AO"|"Angola"|"-6.146389, 12.363889"|"-6.146389"|"12.363889"
"UAL"|"Luau"|"Luau"|"AO"|"Angola"|"-10.783333, 20.5"|"-10.783333"|"20.5"
"UGO"|"Uige"|"Uige"|"AO"|"Angola"|"-7.583333, 14.983333"|"-7.583333"|"14.983333"
"VHC"|"Saurimo"|"Saurimo"|"AO"|"Angola"|"-9.75, 20.55"|"-9.75"|"20.55"
"VPE"|"Ongiva"|"Ongiva"|"AO"|"Angola"|"-17.05, 15.6"|"-17.05"|"15.6"
"XGN"|"Xangongo"|"Xangongo"|"AO"|"Angola"|"-16.75, 14.967222"|"-16.75"|"14.967222"
"TNM"|"Teniente R. Marsh Martin"|"Teniente R. Marsh Martin"|"AQ"|"Antarctica"|"62.190833, -58.986667"|"62.190833"|"-58.986667"
"AEP"|"Arpt. Jorge Newbery"|"Buenos Aires"|"AR"|"Argentina"|"-34.559167, -58.415556"|"-34.559167"|"-58.415556"
"AFA"|"San Rafael"|"San Rafael"|"AR"|"Argentina"|"-34.583333, -68.4"|"-34.583333"|"-68.4"
"AOL"|"Paso De Los Libres"|"Paso De Los Libres"|"AR"|"Argentina"|"-29.683333, -57.15"|"-29.683333"|"-57.15"
"APZ"|"Zapala"|"Zapala"|"AR"|"Argentina"|"-38.916667, -70.083333"|"-38.916667"|"-70.083333"
"ARR"|"Alto Rio Senguerr"|"Alto Rio Senguerr"|"AR"|"Argentina"|"-45.166667, -71.0"|"-45.166667"|"-71.0"
"BHI"|"Comandante"|"Bahia Blanca"|"AR"|"Argentina"|"-38.716667, -62.183333"|"-38.716667"|"-62.183333"
"BRC"|"International"|"San Carlos DeBariloche"|"AR"|"Argentina"|"-41.133333, -71.166667"|"-41.133333"|"-71.166667"
"CCT"|"Colonia Catriel"|"Colonia Catriel"|"AR"|"Argentina"|"-37.85, -67.866667"|"-37.85"|"-67.866667"
"CLX"|"Clorinda"|"Clorinda"|"AR"|"Argentina"|"-25.333333, -57.666667"|"-25.333333"|"-57.666667"
"CNQ"|"Camba Punta"|"Corrientes"|"AR"|"Argentina"|"-27.45, -58.766667"|"-27.45"|"-58.766667"
"CNT"|"Charata"|"Charata"|"AR"|"Argentina"|"-27.216667, -61.216667"|"-27.216667"|"-61.216667"
"COC"|"Concordia"|"Concordia"|"AR"|"Argentina"|"-31.3, -58.016667"|"-31.3"|"-58.016667"
"COR"|"Pajas Blancas"|"Cordoba"|"AR"|"Argentina"|"-31.316667, -64.216667"|"-31.316667"|"-64.216667"
"CPC"|"Chapelco"|"San Martin DeLos Andes"|"AR"|"Argentina"|"-40.083333, -71.133333"|"-40.083333"|"-71.133333"
"CPG"|"Carmen De Patagones"|"Carmen De Patagones"|"AR"|"Argentina"|"-40.8, -62.983333"|"-40.8"|"-62.983333"
"CRD"|"Comodoro Rivadavia"|"Comodoro Rivadavia"|"AR"|"Argentina"|"-45.783333, -67.466667"|"-45.783333"|"-67.466667"
"CRR"|"Ceres"|"Ceres"|"AR"|"Argentina"|"-29.866667, -61.833333"|"-29.866667"|"-61.833333"
"CSZ"|"Brigadier Hector Ruiz"|"Coronel Suarez"|"AR"|"Argentina"|"-37.466667, -61.916667"|"-37.466667"|"-61.916667"
"CTC"|"Catamarca"|"Catamarca"|"AR"|"Argentina"|"-28.448333, -65.779722"|"-28.448333"|"-65.779722"
"CUT"|"Cutral"|"Cutral"|"AR"|"Argentina"|"-38.966667, -69.25"|"-38.966667"|"-69.25"
"CVH"|"Caviahue"|"Caviahue"|"AR"|"Argentina"|"-37.916667, -71.013889"|"-37.916667"|"-71.013889"
"CVI"|"Caleta Olivia"|"Caleta Olivia"|"AR"|"Argentina"|"-46.433333, -67.516667"|"-46.433333"|"-67.516667"
"EHL"|"El Bolson"|"El Bolson"|"AR"|"Argentina"|"-41.966667, -71.516667"|"-41.966667"|"-71.516667"
"ELO"|"Eldorado"|"Eldorado"|"AR"|"Argentina"|"-26.4, -54.633333"|"-26.4"|"-54.633333"
"EMX"|"El Maiten"|"El Maiten"|"AR"|"Argentina"|"-42.068056, -71.155556"|"-42.068056"|"-71.155556"
"EPA"|"El Palomar"|"El Palomar"|"AR"|"Argentina"|"-28.083333, -64.283333"|"-28.083333"|"-64.283333"
"EQS"|"Esquel"|"Esquel"|"AR"|"Argentina"|"-42.916667, -71.15"|"-42.916667"|"-71.15"
"EZE"|"Ezeiza Ministro Pistarini"|"Buenos Aires"|"AR"|"Argentina"|"-34.822222, -58.535833"|"-34.822222"|"-58.535833"
"FMA"|"El Pucu"|"Formosa"|"AR"|"Argentina"|"-26.212778, -58.228056"|"-26.212778"|"-58.228056"
"FTE"|"El Calafate"|"El Calafate"|"AR"|"Argentina"|"-50.280278, -72.053056"|"-50.280278"|"-72.053056"
"GGS"|"Gobernador Gregores"|"Gobernador Gregores"|"AR"|"Argentina"|"-48.766667, -70.2"|"-48.766667"|"-70.2"
"GHU"|"Gualeguaychu"|"Gualeguaychu"|"AR"|"Argentina"|"-33.016667, -58.583333"|"-33.016667"|"-58.583333"
"GNR"|"General Roca"|"General Roca"|"AR"|"Argentina"|"-39.033333, -67.583333"|"-39.033333"|"-67.583333"
"GPO"|"General Pico"|"General Pico"|"AR"|"Argentina"|"-35.7, -63.75"|"-35.7"|"-63.75"
"IGB"|"Ingeniero Jacobacci"|"Ingeniero Jacobacci"|"AR"|"Argentina"|"-41.3, -69.583333"|"-41.3"|"-69.583333"
"IGR"|"Cataratas"|"Iguazu"|"AR"|"Argentina"|"-25.583333, -54.333333"|"-25.583333"|"-54.333333"
"ING"|"Lago Argentino"|"Lago Argentino"|"AR"|"Argentina"|"-50.333333, -72.25"|"-50.333333"|"-72.25"
"IRJ"|"Capitan Vicente Almando"|"La Rioja"|"AR"|"Argentina"|"-29.381667, -66.795833"|"-29.381667"|"-66.795833"
"JNI"|"Junin"|"Junin"|"AR"|"Argentina"|"-34.583333, -60.966667"|"-34.583333"|"-60.966667"
"JSM"|"Jose De San Martin"|"Jose De San Martin"|"AR"|"Argentina"|"-44.033333, -70.466667"|"-44.033333"|"-70.466667"
"JUJ"|"El Cadillal"|"Jujuy"|"AR"|"Argentina"|"-24.233333, -65.266667"|"-24.233333"|"-65.266667"
"LCM"|"La Cumbre"|"La Cumbre"|"AR"|"Argentina"|"-31.0, -64.533333"|"-31.0"|"-64.533333"
"LCP"|"Loncopue"|"Loncopue"|"AR"|"Argentina"|"-38.066667, -70.616667"|"-38.066667"|"-70.616667"
"LGS"|"Malargue"|"Malargue"|"AR"|"Argentina"|"-35.493611, -69.574167"|"-35.493611"|"-69.574167"
"LHS"|"Las Heras"|"Las Heras"|"AR"|"Argentina"|"-46.533333, -68.95"|"-46.533333"|"-68.95"
"LLS"|"Las Lomitas"|"Las Lomitas"|"AR"|"Argentina"|"-24.7, -60.6"|"-24.7"|"-60.6"
"LMD"|"Los Menucos"|"Los Menucos"|"AR"|"Argentina"|"-40.833333, -68.133333"|"-40.833333"|"-68.133333"
"LPG"|"La Plata"|"La Plata"|"AR"|"Argentina"|"-34.916667, -57.95"|"-34.916667"|"-57.95"
"LUQ"|"San Luis"|"San Luis"|"AR"|"Argentina"|"-33.266667, -66.333333"|"-33.266667"|"-66.333333"
"MCS"|"Monte Caseros"|"Monte Caseros"|"AR"|"Argentina"|"-30.266666999999998, -57.633333"|"-30.266666999999998"|"-57.633333"
"MDQ"|"Mar Del Plata"|"Mar Del Plata"|"AR"|"Argentina"|"-37.934167, -57.573333"|"-37.934167"|"-57.573333"
"MDX"|"Mercedes"|"Mercedes"|"AR"|"Argentina"|"-29.216944, -58.083333"|"-29.216944"|"-58.083333"
"MDZ"|"El Plumerillo"|"Mendoza"|"AR"|"Argentina"|"-32.833333, -68.783333"|"-32.833333"|"-68.783333"
"MJR"|"Miramar"|"Miramar"|"AR"|"Argentina"|"-38.216667, -57.866667"|"-38.216667"|"-57.866667"
"MQD"|"Maquinchao"|"Maquinchao"|"AR"|"Argentina"|"-41.25, -68.733333"|"-41.25"|"-68.733333"
"NEC"|"Necochea"|"Necochea"|"AR"|"Argentina"|"-38.666667, -58.75"|"-38.666667"|"-58.75"
"NQN"|"Neuquen"|"Neuquen"|"AR"|"Argentina"|"-38.95, -68.133333"|"-38.95"|"-68.133333"
"OES"|"San Antonio Oeste"|"San Antonio Oeste"|"AR"|"Argentina"|"-40.733333, -64.933333"|"-40.733333"|"-64.933333"
"OLN"|"Colonia Sarmiento"|"Colonia Sarmiento"|"AR"|"Argentina"|"-45.583333, -69.0"|"-45.583333"|"-69.0"
"ORA"|"Oran"|"Oran"|"AR"|"Argentina"|"-23.15, -64.316667"|"-23.15"|"-64.316667"
"OVR"|"Olavarria"|"Olavarria"|"AR"|"Argentina"|"-35.7, -63.0"|"-35.7"|"-63.0"
"OYA"|"Goya"|"Goya"|"AR"|"Argentina"|"-29.1, -59.25"|"-29.1"|"-59.25"
"PEH"|"Pehuajo"|"Pehuajo"|"AR"|"Argentina"|"-35.8, -61.883333"|"-35.8"|"-61.883333"
"PMQ"|"Perito Moreno"|"Perito Moreno"|"AR"|"Argentina"|"-46.535, -70.983333"|"-46.535"|"-70.983333"
"PMY"|"El Tehuelche"|"Puerto Madryn"|"AR"|"Argentina"|"-42.733333, -65.066667"|"-42.733333"|"-65.066667"
"PRA"|"Parana"|"Parana"|"AR"|"Argentina"|"-31.783333, -60.483333"|"-31.783333"|"-60.483333"
"PRQ"|"Pres. Roque Saenz Pena"|"Pres. Roque Saenz Pena"|"AR"|"Argentina"|"-26.766666999999998, -60.266667"|"-26.766666999999998"|"-60.266667"
"PSS"|"Posadas"|"Posadas"|"AR"|"Argentina"|"-27.416667, -55.95"|"-27.416667"|"-55.95"
"PUD"|"Puerto Deseado"|"Puerto Deseado"|"AR"|"Argentina"|"-47.716667, -65.916667"|"-47.716667"|"-65.916667"
"RCQ"|"Reconquista"|"Reconquista"|"AR"|"Argentina"|"-29.183333, -59.7"|"-29.183333"|"-59.7"
"RCU"|"Rio Cuarto"|"Rio Cuarto"|"AR"|"Argentina"|"-33.1, -64.266667"|"-33.1"|"-64.266667"
"REL"|"Almirante Zar"|"Trelew"|"AR"|"Argentina"|"-43.210556, -65.270278"|"-43.210556"|"-65.270278"
"RES"|"Resistencia"|"Resistencia"|"AR"|"Argentina"|"-27.466667, -58.983333"|"-27.466667"|"-58.983333"
"RGA"|"Rio Grande"|"Rio Grande"|"AR"|"Argentina"|"-53.783333, -67.766667"|"-53.783333"|"-67.766667"
"RGL"|"Internacional"|"Rio Gallegos"|"AR"|"Argentina"|"-51.65, -69.2"|"-51.65"|"-69.2"
"RHD"|"Rio Hondo"|"Rio Hondo"|"AR"|"Argentina"|"-27.466667, -64.916667"|"-27.466667"|"-64.916667"
"RLO"|"Valle Del Conlara"|"Merlo"|"AR"|"Argentina"|"-32.35, -65.033333"|"-32.35"|"-65.033333"
"ROS"|"Fisherton"|"Rosario"|"AR"|"Argentina"|"-32.833333, -60.716667"|"-32.833333"|"-60.716667"
"ROY"|"Rio Mayo"|"Rio Mayo"|"AR"|"Argentina"|"-45.719444, -70.251389"|"-45.719444"|"-70.251389"
"RSA"|"Santa Rosa"|"Santa Rosa"|"AR"|"Argentina"|"-36.616667, -64.283333"|"-36.616667"|"-64.283333"
"RYO"|"Rio Turbio"|"Rio Turbio"|"AR"|"Argentina"|"-51.6, -72.216667"|"-51.6"|"-72.216667"
"RZA"|"Santa Cruz"|"Santa Cruz"|"AR"|"Argentina"|"-50.033333, -68.583333"|"-50.033333"|"-68.583333"
"SDE"|"Santiago Del Estero"|"Santiago Del Estero"|"AR"|"Argentina"|"-27.766666999999998, -64.283333"|"-27.766666999999998"|"-64.283333"
"SFN"|"Santa Fe"|"Santa Fe"|"AR"|"Argentina"|"-31.716667, -60.816667"|"-31.716667"|"-60.816667"
"SGV"|"Sierra Grande"|"Sierra Grande"|"AR"|"Argentina"|"-41.5, -65.35"|"-41.5"|"-65.35"
"SLA"|"Gen Belgrano"|"Salta"|"AR"|"Argentina"|"-24.85, -65.483333"|"-24.85"|"-65.483333"
"SST"|"Santa Teresita"|"Santa Teresita"|"AR"|"Argentina"|"-35.266667, -59.633333"|"-35.266667"|"-59.633333"
"SZQ"|"Saenz Pena"|"Saenz Pena"|"AR"|"Argentina"|"-34.616667, -58.533333"|"-34.616667"|"-58.533333"
"TDL"|"Tandil"|"Tandil"|"AR"|"Argentina"|"-37.233333, -59.216667"|"-37.233333"|"-59.216667"
"TTG"|"Tartagal"|"Tartagal"|"AR"|"Argentina"|"-26.216667, -64.15"|"-26.216667"|"-64.15"
"TUC"|"Benj Matienzo"|"Tucuman"|"AR"|"Argentina"|"-26.816667, -65.216667"|"-26.816667"|"-65.216667"
"UAQ"|"San Juan"|"San Juan"|"AR"|"Argentina"|"-31.6, -68.55"|"-31.6"|"-68.55"
"ULA"|"San Julian"|"San Julian"|"AR"|"Argentina"|"-49.3, -67.75"|"-49.3"|"-67.75"
"USH"|"Islas Malvinas"|"Ushuaia"|"AR"|"Argentina"|"-54.843333, -68.295833"|"-54.843333"|"-68.295833"
"UZU"|"Curuzu Cuatia"|"Curuzu Cuatia"|"AR"|"Argentina"|"-29.783333, -58.016667"|"-29.783333"|"-58.016667"
"VCF"|"Valcheta"|"Valcheta"|"AR"|"Argentina"|"-40.7, -66.15"|"-40.7"|"-66.15"
"VDM"|"Viedma"|"Viedma"|"AR"|"Argentina"|"-40.85, -63.016667"|"-40.85"|"-63.016667"
"VDR"|"Villa Dolores"|"Villa Dolores"|"AR"|"Argentina"|"-31.95, -65.15"|"-31.95"|"-65.15"
"VGS"|"General Villegas"|"General Villegas"|"AR"|"Argentina"|"-35.033333, -63.016667"|"-35.033333"|"-63.016667"
"VLG"|"Villa Gesell"|"Villa Gesell"|"AR"|"Argentina"|"-38.016667, -57.583333"|"-38.016667"|"-57.583333"
"VME"|"Villa Mercedes"|"Villa Mercedes"|"AR"|"Argentina"|"-33.633333, -65.416667"|"-33.633333"|"-65.416667"
"FTI"|"Fitiuta"|"Fitiuta"|"AS"|"American Samoa"|"-14.216667, -169.45"|"-14.216667"|"-169.45"
"OFU"|"Ofu"|"Ofu"|"AS"|"American Samoa"|"-14.183333, -169.7"|"-14.183333"|"-169.7"
"PPG"|"International"|"Pago Pago"|"AS"|"American Samoa"|"-14.333333, -170.716667"|"-14.333333"|"-170.716667"
"TAV"|"Tau"|"Tau"|"AS"|"American Samoa"|"-14.229167, -169.511111"|"-14.229167"|"-169.511111"
"GRZ"|"Thalerhof"|"Graz"|"AT"|"Austria"|"47.066667, 15.45"|"47.066667"|"15.45"
"HOH"|"Hohenems"|"Hohenems"|"AT"|"Austria"|"47.383333, 9.7"|"47.383333"|"9.7"
"INN"|"Innsbruck-kranebitten"|"Innsbruck"|"AT"|"Austria"|"47.266667, 11.35"|"47.266667"|"11.35"
"KLU"|"Alpe Adria"|"Klagenfurt"|"AT"|"Austria"|"46.645, 14.326667"|"46.645"|"14.326667"
"LNZ"|"Blue Danube"|"Linz"|"AT"|"Austria"|"48.3, 14.3"|"48.3"|"14.3"
"QLX"|"Lauterach"|"Lauterach"|"AT"|"Austria"|"47.483056, 9.733056"|"47.483056"|"9.733056"
"SZG"|"W. A. Mozart"|"Salzburg"|"AT"|"Austria"|"47.793333, 13.004444"|"47.793333"|"13.004444"
"VDD"|"Vienna Danubepier Hov"|"Vienna"|"AT"|"Austria"|"48.25, 16.416667"|"48.25"|"16.416667"
"VIE"|"Schwechat International"|"Vienna"|"AT"|"Austria"|"48.110278, 16.569722"|"48.110278"|"16.569722"
"XGZ"|"Railway Station"|"Bregenz"|"AT"|"Austria"|"47.5, 9.766667"|"47.5"|"9.766667"
"XJS"|"Kitzbuehl Railway"|"Kitzbuehl"|"AT"|"Austria"|"47.543333, 10.708889"|"47.543333"|"10.708889"
"XWC"|"Suedbahnhof Rail"|"Vienna"|"AT"|"Austria"|"48.25, 16.416667"|"48.25"|"16.416667"
"XWW"|"Westbahnhof Rail"|"Vienna"|"AT"|"Austria"|"48.25, 16.416667"|"48.25"|"16.416667"
"AAB"|"Arrabury"|"Arrabury"|"AU"|"Australia"|"-26.75, 141.0"|"-26.75"|"141.0"
"ABG"|"Abingdon"|"Abingdon"|"AU"|"Australia"|"-17.666667, 143.2"|"-17.666667"|"143.2"
"ABH"|"Alpha"|"Alpha"|"AU"|"Australia"|"-23.7, 146.583333"|"-23.7"|"146.583333"
"ABM"|"Bamaga Injinoo"|"Bamaga, Queensland"|"AU"|"Australia"|"-10.950833, 142.459444"|"-10.950833"|"142.459444"
"ABX"|"Albury"|"Albury"|"AU"|"Australia"|"-36.066667, 146.95"|"-36.066667"|"146.95"
"ADL"|"Adelaide International Airport"|"Adelaide"|"AU"|"Australia"|"-34.945, 138.530556"|"-34.945"|"138.530556"
"ADO"|"Andamooka"|"Andamooka"|"AU"|"Australia"|"-30.437778, 137.137222"|"-30.437778"|"137.137222"
"AGW"|"Agnew"|"Agnew"|"AU"|"Australia"|"-12.15, 142.15"|"-12.15"|"142.15"
"AGY"|"Argyle Downs"|"Argyle Downs"|"AU"|"Australia"|"-16.35, 128.75"|"-16.35"|"128.75"
"ALH"|"Albany"|"Albany"|"AU"|"Australia"|"-34.95, 117.8"|"-34.95"|"117.8"
"AMT"|"Amata"|"Amata"|"AU"|"Australia"|"-26.2, 131.116667"|"-26.2"|"131.116667"
