geonames datasets sourced from geonames.org under opensource attribution license
geonames datasets downloaded from https://data.opendatasoft.com
opendatasoft dataset identifier geonames-all-cities-with-a-population-1000@public
opensoft url https://data.opendatasoft.com/explore/dataset/geonames-all-cities-with-a-population-1000%40public/information/
This file is extracted from the download
"CITY_NAME"|"CITY_NAME_UNICODE"|"COUNTRY_CODE"|"COUNTRY_NAME"|"POPULATION"|"TIME_ZONE_NAME"|"LATITUDE"|"LONGITUDE"
"Saros pe Tarnave"|"Șaroș pe Târnave"|"RO"|"Romania"|1640|"Europe/Bucharest"|"46.2"|"24.55"
"Saru Dornei"|"Şaru Dornei"|"RO"|"Romania"|4301|"Europe/Bucharest"|"47.28333"|"25.35"
"Sarulesti"|"Săruleşti"|"RO"|"Romania"|3134|"Europe/Bucharest"|"44.41667"|"26.65"
"Sarulesti"|"Săruleşti"|"RO"|"Romania"|1559|"Europe/Bucharest"|"45.5"|"26.75"
"Sarulesti-Gara"|"Sărulești-Gară"|"RO"|"Romania"|1797|"Europe/Bucharest"|"44.44444"|"26.6578"
"Sasar"|"Săsar"|"RO"|"Romania"|1662|"Europe/Bucharest"|"47.64406"|"23.49869"
"Sasca Montana"|"Sasca Montană"|"RO"|"Romania"|787|"Europe/Bucharest"|"44.88546"|"21.70915"
"Saschiz"|"Saschiz"|"RO"|"Romania"|2009|"Europe/Bucharest"|"46.18333"|"24.96667"
"Sasciori"|"Săsciori"|"RO"|"Romania"|5822|"Europe/Bucharest"|"45.86667"|"23.58333"
"Sascut"|"Sascut"|"RO"|"Romania"|10031|"Europe/Bucharest"|"46.2"|"27.1"
"Sascut-Sat"|"Sascut-Sat"|"RO"|"Romania"|2178|"Europe/Bucharest"|"46.18727"|"27.06851"
"Sat-Sugatag"|"Sat-Șugatag"|"RO"|"Romania"|1299|"Europe/Bucharest"|"47.79796"|"23.90637"
"Satchinez"|"Satchinez"|"RO"|"Romania"|4586|"Europe/Bucharest"|"45.9375"|"21.04056"
"Sateni"|"Săteni"|"RO"|"Romania"|1427|"Europe/Bucharest"|"44.97129"|"25.41683"
"Satmarel"|"Sătmărel"|"RO"|"Romania"|1403|"Europe/Bucharest"|"47.7347"|"22.79536"
"Satu Mare"|"Satu Mare"|"RO"|"Romania"|4091|"Europe/Bucharest"|"47.83333"|"26.01667"
"Satu Mare"|"Satu Mare"|"RO"|"Romania"|2017|"Europe/Bucharest"|"46.34082"|"25.38378"
"Satu Mare"|"Satu Mare"|"RO"|"Romania"|112490|"Europe/Bucharest"|"47.79926"|"22.86255"
"Satu Mare"|"Satu Mare"|"RO"|"Romania"|1005|"Europe/Bucharest"|"46.06628"|"20.95826"
"Satu Nou"|"Satu Nou"|"RO"|"Romania"|1978|"Europe/Bucharest"|"46.69608"|"27.74876"
"Satu Nou"|"Satu Nou"|"RO"|"Romania"|1699|"Europe/Bucharest"|"46.24447"|"26.65343"
"Satu Nou"|"Satu Nou"|"RO"|"Romania"|2319|"Europe/Bucharest"|"44.26918"|"28.22579"
"Satu Nou"|"Satu Nou"|"RO"|"Romania"|1336|"Europe/Bucharest"|"46.35806"|"28.15"
"Satu Nou"|"Satu Nou"|"RO"|"Romania"|1610|"Europe/Bucharest"|"47.32147"|"27.09555"
"Satu Nou Calopar"|"Satu Nou Calopăr"|"RO"|"Romania"|3917|"Europe/Bucharest"|"44.16667"|"23.76667"
"Satulung"|"Satulung"|"RO"|"Romania"|5334|"Europe/Bucharest"|"47.56667"|"23.43333"
"Sauca"|"Săuca"|"RO"|"Romania"|1434|"Europe/Bucharest"|"47.46667"|"22.48333"
"Sauca"|"Sauca"|"RO"|"Romania"|1017|"Europe/Bucharest"|"46.65268"|"27.60523"
"Saucesti"|"Săucești"|"RO"|"Romania"|1374|"Europe/Bucharest"|"46.61853"|"26.94141"
"Saulesti"|"Săuleşti"|"RO"|"Romania"|2452|"Europe/Bucharest"|"44.8"|"23.48333"
"Saulia"|"Şăulia"|"RO"|"Romania"|2083|"Europe/Bucharest"|"46.63333"|"24.21667"
"Savadisla"|"Săvădisla"|"RO"|"Romania"|4433|"Europe/Bucharest"|"46.68333"|"23.45"
"Savarsin"|"Săvârşin"|"RO"|"Romania"|3239|"Europe/Bucharest"|"46.01667"|"22.23333"
"Saveni"|"Săveni"|"RO"|"Romania"|8126|"Europe/Bucharest"|"47.95"|"26.86667"
"Saveni"|"Săveni"|"RO"|"Romania"|5579|"Europe/Bucharest"|"44.6"|"27.65"
"Savinesti"|"Săvineşti"|"RO"|"Romania"|6012|"Europe/Bucharest"|"46.85"|"26.46667"
"Scaesti"|"Scăeşti"|"RO"|"Romania"|2294|"Europe/Bucharest"|"44.46667"|"23.58333"
"Scanteia"|"Scânteia"|"RO"|"Romania"|4245|"Europe/Bucharest"|"46.91667"|"27.56667"
"Scanteia"|"Scânteia"|"RO"|"Romania"|3073|"Europe/Bucharest"|"44.73404"|"27.46593"
"Scanteiesti"|"Scânteiești"|"RO"|"Romania"|926|"Europe/Bucharest"|"45.68333"|"27.98333"
"Scarisoara"|"Scărişoara"|"RO"|"Romania"|3221|"Europe/Bucharest"|"44.0"|"24.56667"
"Scarisoara"|"Scărişoara"|"RO"|"Romania"|1808|"Europe/Bucharest"|"46.46667"|"22.85"
"Scheia"|"Scheia"|"RO"|"Romania"|7533|"Europe/Bucharest"|"47.65"|"26.23333"
"Scheia"|"Scheia"|"RO"|"Romania"|1306|"Europe/Bucharest"|"47.11725"|"26.88153"
"Scheia"|"Şcheia"|"RO"|"Romania"|4742|"Europe/Bucharest"|"46.93333"|"27.51667"
"Scheiu de Jos"|"Scheiu de Jos"|"RO"|"Romania"|1222|"Europe/Bucharest"|"44.9346"|"25.19986"
"Scheiu de Sus"|"Scheiu de Sus"|"RO"|"Romania"|1060|"Europe/Bucharest"|"44.95602"|"25.19317"
"Schela"|"Schela"|"RO"|"Romania"|3548|"Europe/Bucharest"|"45.5"|"27.83667"
"Schitu"|"Schitu"|"RO"|"Romania"|1255|"Europe/Bucharest"|"43.94279"|"28.62829"
"Schitu"|"Schitu"|"RO"|"Romania"|2227|"Europe/Bucharest"|"44.14083"|"25.83667"
"Schitu"|"Schitu"|"RO"|"Romania"|3112|"Europe/Bucharest"|"44.35"|"24.56667"
"Schitu Frumoasa"|"Schitu Frumoasa"|"RO"|"Romania"|2057|"Europe/Bucharest"|"46.63541"|"26.48761"
"Schitu-Duca"|"Schitu-Duca"|"RO"|"Romania"|4347|"Europe/Bucharest"|"47.03333"|"27.76667"
"Schitu-Golesti"|"Schitu-Goleşti"|"RO"|"Romania"|4945|"Europe/Bucharest"|"45.2"|"25.0"
"Schiulesti"|"Schiulești"|"RO"|"Romania"|1294|"Europe/Bucharest"|"45.28471"|"25.95403"
"Scoarta"|"Scoarţa"|"RO"|"Romania"|4973|"Europe/Bucharest"|"45.01667"|"23.45"
"Scobinti"|"Scobinţi"|"RO"|"Romania"|7618|"Europe/Bucharest"|"47.38333"|"26.93333"
"Scornicesti"|"Scorniceşti"|"RO"|"Romania"|12456|"Europe/Bucharest"|"44.56667"|"24.55"
"Scortaru Nou"|"Scorţaru Nou"|"RO"|"Romania"|1483|"Europe/Bucharest"|"45.31667"|"27.6"
"Scortaru Vechi"|"Scorțaru Vechi"|"RO"|"Romania"|1121|"Europe/Bucharest"|"45.21886"|"27.75489"
"Scorteni"|"Scorţeni"|"RO"|"Romania"|5995|"Europe/Bucharest"|"45.1"|"25.85"
"Scorteni"|"Scorţeni"|"RO"|"Romania"|3159|"Europe/Bucharest"|"46.55"|"26.65"
"Scortoasa"|"Scorţoasa"|"RO"|"Romania"|3374|"Europe/Bucharest"|"45.36403"|"26.66116"
"Scrioastea"|"Scrioaştea"|"RO"|"Romania"|4244|"Europe/Bucharest"|"44.15"|"24.95"
"Sculia"|"Sculia"|"RO"|"Romania"|1048|"Europe/Bucharest"|"45.44429"|"21.43225"
"Scundu"|"Scundu"|"RO"|"Romania"|2203|"Europe/Bucharest"|"44.83333"|"24.2"
"Scurta"|"Scurta"|"RO"|"Romania"|1958|"Europe/Bucharest"|"46.26133"|"27.01548"
"Scurtesti"|"Scurtești"|"RO"|"Romania"|2522|"Europe/Bucharest"|"45.13829"|"26.90397"
"Scurtesti"|"Scurtești"|"RO"|"Romania"|1499|"Europe/Bucharest"|"45.23759"|"25.90264"
"Scurtu Mare"|"Scurtu Mare"|"RO"|"Romania"|2066|"Europe/Bucharest"|"44.35"|"25.26667"
"Scutelnici"|"Scutelnici"|"RO"|"Romania"|2615|"Europe/Bucharest"|"44.85"|"26.91667"
"Seaca"|"Seaca"|"RO"|"Romania"|2302|"Europe/Bucharest"|"44.16667"|"24.75"
"Seaca"|"Seaca"|"RO"|"Romania"|2797|"Europe/Bucharest"|"43.75"|"25.06667"
"Seaca de Camp"|"Seaca de Câmp"|"RO"|"Romania"|2238|"Europe/Bucharest"|"43.93333"|"23.21667"
"Seaca de Padure"|"Seaca de Pădure"|"RO"|"Romania"|699|"Europe/Bucharest"|"44.36611"|"23.30587"
"Sebes"|"Sebeş"|"RO"|"Romania"|27246|"Europe/Bucharest"|"45.95646"|"23.571"
"Sebesel"|"Sebeșel"|"RO"|"Romania"|1094|"Europe/Bucharest"|"45.88771"|"23.56606"
"Sebis"|"Sebiş"|"RO"|"Romania"|6168|"Europe/Bucharest"|"46.36667"|"22.11667"
"Secaria"|"Secăria"|"RO"|"Romania"|1341|"Europe/Bucharest"|"45.28333"|"25.68333"
"Secas"|"Secaş"|"RO"|"Romania"|301|"Europe/Bucharest"|"45.885"|"21.81917"
"Seciu"|"Seciu"|"RO"|"Romania"|1130|"Europe/Bucharest"|"45.03275"|"26.06474"
"Sector 1"|"Sector 1"|"RO"|"Romania"|225453|"Europe/Bucharest"|"44.49239"|"26.04831"
"Sector 2"|"Sector 2"|"RO"|"Romania"|345370|"Europe/Bucharest"|"44.4528"|"26.13321"
"Sector 3"|"Sector 3"|"RO"|"Romania"|385439|"Europe/Bucharest"|"44.4234"|"26.16874"
"Sector 4"|"Sector 4"|"RO"|"Romania"|287828|"Europe/Bucharest"|"44.37571"|"26.12085"
"Sector 5"|"Sector 5"|"RO"|"Romania"|271575|"Europe/Bucharest"|"44.38808"|"26.07144"
"Sector 6"|"Sector 6"|"RO"|"Romania"|367760|"Europe/Bucharest"|"44.43579"|"26.01649"
"Secu"|"Secu"|"RO"|"Romania"|1319|"Europe/Bucharest"|"44.46667"|"23.3"
"Secui"|"Secui"|"RO"|"Romania"|1506|"Europe/Bucharest"|"44.19186"|"23.86319"
"Secuieni"|"Secuieni"|"RO"|"Romania"|813|"Europe/Bucharest"|"46.85"|"26.83333"
"Secuieni"|"Secuieni"|"RO"|"Romania"|4375|"Europe/Bucharest"|"46.65"|"27.1"
"Secusigiu"|"Secusigiu"|"RO"|"Romania"|5748|"Europe/Bucharest"|"46.08333"|"20.98333"
"Segarcea"|"Segarcea"|"RO"|"Romania"|7944|"Europe/Bucharest"|"44.1"|"23.75"
"Segarcea Vale"|"Segarcea Vale"|"RO"|"Romania"|3768|"Europe/Bucharest"|"43.81667"|"24.8"
"Segarcea-Deal"|"Segarcea-Deal"|"RO"|"Romania"|1716|"Europe/Bucharest"|"43.82548"|"24.8402"
"Seica Mare"|"Şeíca Mare"|"RO"|"Romania"|4739|"Europe/Bucharest"|"46.01667"|"24.15"
"Seica Mica"|"Şeica Mică"|"RO"|"Romania"|1709|"Europe/Bucharest"|"46.05"|"24.13333"
"Seimeni"|"Seimeni"|"RO"|"Romania"|2239|"Europe/Bucharest"|"44.38333"|"28.06667"
"Seini"|"Seini"|"RO"|"Romania"|10382|"Europe/Bucharest"|"47.75"|"23.28333"
"Seitin"|"Şeitin"|"RO"|"Romania"|2943|"Europe/Bucharest"|"46.1"|"20.85"
"Selaru"|"Şelaru"|"RO"|"Romania"|3924|"Europe/Bucharest"|"44.47667"|"25.29997"
"Seleus"|"Seleuş"|"RO"|"Romania"|3140|"Europe/Bucharest"|"46.38333"|"21.71667"
"Seleus"|"Seleuș"|"RO"|"Romania"|1569|"Europe/Bucharest"|"46.24261"|"24.69427"
"Selimbar"|"Şelimbăr"|"RO"|"Romania"|4829|"Europe/Bucharest"|"45.76667"|"24.2"
"Semlac"|"Semlac"|"RO"|"Romania"|3727|"Europe/Bucharest"|"46.11667"|"20.93333"
"Sendreni"|"Şendreni"|"RO"|"Romania"|3126|"Europe/Bucharest"|"45.412"|"27.92667"
"Sendriceni"|"Şendriceni"|"RO"|"Romania"|4200|"Europe/Bucharest"|"47.95171"|"26.32817"
"Sepreus"|"Șepreuș"|"RO"|"Romania"|2759|"Europe/Bucharest"|"46.57125"|"21.73417"
"Serbanesti"|"Șerbănești"|"RO"|"Romania"|1101|"Europe/Bucharest"|"47.81014"|"26.31922"
"Serbanesti"|"Șerbănești"|"RO"|"Romania"|1241|"Europe/Bucharest"|"44.68142"|"24.99236"
"Serbanesti"|"Şerbăneşti"|"RO"|"Romania"|3120|"Europe/Bucharest"|"44.33333"|"24.7"
"Serbauti"|"Șerbăuți"|"RO"|"Romania"|1983|"Europe/Bucharest"|"47.82684"|"26.14009"
"Serboeni"|"Șerboeni"|"RO"|"Romania"|1619|"Europe/Bucharest"|"44.63818"|"24.89355"
"Sercaia"|"Şercaia"|"RO"|"Romania"|2988|"Europe/Bucharest"|"45.83333"|"25.13333"
"Serdanu"|"Serdanu"|"RO"|"Romania"|1466|"Europe/Bucharest"|"44.62732"|"25.63124"
"Sfantu Gheorghe"|"Sfântu Gheorghe"|"RO"|"Romania"|2154|"Europe/Bucharest"|"44.65"|"26.83333"
"Sfantu Gheorghe"|"Sfântu Gheorghe"|"RO"|"Romania"|60677|"Europe/Bucharest"|"45.86667"|"25.78333"
"Sfantu Gheorghe"|"Sfântu Gheorghe"|"RO"|"Romania"|979|"Europe/Bucharest"|"44.896"|"29.59294"
"Sfarcea"|"Sfârcea"|"RO"|"Romania"|1130|"Europe/Bucharest"|"44.48613"|"23.54661"
"Sfintesti"|"Sfinţeşti"|"RO"|"Romania"|1437|"Europe/Bucharest"|"44.18333"|"25.1"
"Sibiu"|"Sibiu"|"RO"|"Romania"|151894|"Europe/Bucharest"|"45.8"|"24.15"
"Sibot"|"Şibot"|"RO"|"Romania"|2427|"Europe/Bucharest"|"45.95"|"23.33333"
"Sic"|"Sic"|"RO"|"Romania"|2725|"Europe/Bucharest"|"46.93333"|"23.88333"
"Sichevita"|"Sicheviţa"|"RO"|"Romania"|2643|"Europe/Bucharest"|"44.735"|"21.84861"
"Siclau"|"Șiclău"|"RO"|"Romania"|1177|"Europe/Bucharest"|"46.49124"|"21.36834"
"Sicula"|"Şicula"|"RO"|"Romania"|4503|"Europe/Bucharest"|"46.43333"|"21.75"
"Siculeni"|"Siculeni"|"RO"|"Romania"|6807|"Europe/Bucharest"|"46.41667"|"25.75"
"Sieu"|"Șieu"|"RO"|"Romania"|2577|"Europe/Bucharest"|"47.72462"|"24.22389"
"Sieu"|"Şieu"|"RO"|"Romania"|3103|"Europe/Bucharest"|"47.01667"|"24.6"
"Sieu-Magherus"|"Şieu-Măgheruş"|"RO"|"Romania"|3830|"Europe/Bucharest"|"47.08333"|"24.38333"
"Sieu-Odorhei"|"Şieu-Odorhei"|"RO"|"Romania"|2526|"Europe/Bucharest"|"47.15194"|"24.29159"
"Sieut"|"Şieuţ"|"RO"|"Romania"|2754|"Europe/Bucharest"|"46.98333"|"24.65"
"Sighetu Marmatiei"|"Sighetu Marmaţiei"|"RO"|"Romania"|40653|"Europe/Bucharest"|"47.93195"|"23.88603"
"Sighisoara"|"Sighișoara"|"RO"|"Romania"|34537|"Europe/Bucharest"|"46.22141"|"24.79279"
"Sihlea"|"Sihlea"|"RO"|"Romania"|5354|"Europe/Bucharest"|"45.5"|"27.11667"
"Silindia"|"Şilindia"|"RO"|"Romania"|943|"Europe/Bucharest"|"46.35"|"21.91667"
"Silindru"|"Șilindru"|"RO"|"Romania"|1019|"Europe/Bucharest"|"47.43725"|"22.04683"
"Silistea"|"Siliştea"|"RO"|"Romania"|1442|"Europe/Bucharest"|"44.4"|"28.16667"
"Silistea"|"Siliştea"|"RO"|"Romania"|4391|"Europe/Bucharest"|"44.38333"|"25.35"
"Silistea"|"Siliștea"|"RO"|"Romania"|2389|"Europe/Bucharest"|"46.77781"|"26.69303"
"Silistea"|"Siliştea"|"RO"|"Romania"|1855|"Europe/Bucharest"|"45.311"|"27.829"
"Silistea Crucii"|"Siliştea Crucii"|"RO"|"Romania"|1826|"Europe/Bucharest"|"44.04341"|"23.47511"
"Silistea Gumesti"|"Siliștea Gumești"|"RO"|"Romania"|2633|"Europe/Bucharest"|"44.38333"|"25.0"
"Silistea Snagovului"|"Siliștea Snagovului"|"RO"|"Romania"|2346|"Europe/Bucharest"|"44.7392"|"26.17942"
"Silivasu de Campie"|"Silivașu de Câmpie"|"RO"|"Romania"|872|"Europe/Bucharest"|"46.78333"|"24.3"
"Simand"|"Şimand"|"RO"|"Romania"|4064|"Europe/Bucharest"|"46.43333"|"21.45"
"Simeria"|"Simeria"|"RO"|"Romania"|13827|"Europe/Bucharest"|"45.85"|"23.01667"
"Simian"|"Şimian"|"RO"|"Romania"|9434|"Europe/Bucharest"|"44.61417"|"22.70722"
"Simian"|"Şimian"|"RO"|"Romania"|3977|"Europe/Bucharest"|"47.48333"|"22.1"
"Siminicea"|"Siminicea"|"RO"|"Romania"|3107|"Europe/Bucharest"|"47.7"|"26.4"
"Siminoc"|"Siminoc"|"RO"|"Romania"|1014|"Europe/Bucharest"|"44.16866"|"28.35277"
"Simisna"|"Șimișna"|"RO"|"Romania"|1095|"Europe/Bucharest"|"47.23202"|"23.6237"
"Simleu Silvaniei"|"Şimleu Silvaniei"|"RO"|"Romania"|15721|"Europe/Bucharest"|"47.23333"|"22.8"
"Simnicu de Sus"|"Şimnicu de Sus"|"RO"|"Romania"|4380|"Europe/Bucharest"|"44.38333"|"23.8"
"Simon"|"Șimon"|"RO"|"Romania"|1312|"Europe/Bucharest"|"45.48484"|"25.35664"
"Simonesti"|"Simoneşti"|"RO"|"Romania"|3685|"Europe/Bucharest"|"46.33333"|"25.1"
"Sinaia"|"Sinaia"|"RO"|"Romania"|11918|"Europe/Bucharest"|"45.35"|"25.55"
"Sinca Noua"|"Șinca Nouă"|"RO"|"Romania"|1466|"Europe/Bucharest"|"45.69457"|"25.24348"
"Sinca Veche"|"Şinca Veche"|"RO"|"Romania"|3445|"Europe/Bucharest"|"45.76667"|"25.16667"
"Sincai"|"Şincai"|"RO"|"Romania"|1614|"Europe/Bucharest"|"46.65"|"24.38333"
"Sindrilari"|"Șindrilari"|"RO"|"Romania"|1338|"Europe/Bucharest"|"45.79083"|"26.87947"
"Sinesti"|"Sinești"|"RO"|"Romania"|1009|"Europe/Bucharest"|"44.46777"|"24.66585"
"Sinesti"|"Sineşti"|"RO"|"Romania"|2636|"Europe/Bucharest"|"44.95"|"23.85"
"Sinesti"|"Sineşti"|"RO"|"Romania"|4264|"Europe/Bucharest"|"47.11667"|"27.18333"
"Sinesti"|"Sineşti"|"RO"|"Romania"|2575|"Europe/Bucharest"|"44.56667"|"26.38333"
"Singureni"|"Singureni"|"RO"|"Romania"|3477|"Europe/Bucharest"|"44.23361"|"25.94333"
"Sinmartin"|"Sînmartin"|"RO"|"Romania"|3856|"Europe/Bucharest"|"47.00726"|"21.97418"
"Sintea Mare"|"Sintea Mare"|"RO"|"Romania"|3609|"Europe/Bucharest"|"46.51667"|"21.6"
"Sintereag"|"Şintereag"|"RO"|"Romania"|3806|"Europe/Bucharest"|"47.18333"|"24.3"
"Sintesti"|"Sintești"|"RO"|"Romania"|2143|"Europe/Bucharest"|"44.30046"|"26.12126"
"Sinteu"|"Şinteu"|"RO"|"Romania"|1267|"Europe/Bucharest"|"47.15"|"22.48333"
"Sipote"|"Şipote"|"RO"|"Romania"|5800|"Europe/Bucharest"|"47.46667"|"27.21667"
"Sipotu"|"Șipotu"|"RO"|"Romania"|2241|"Europe/Bucharest"|"45.04076"|"26.01714"
"Siret"|"Siret"|"RO"|"Romania"|9246|"Europe/Bucharest"|"47.95"|"26.06667"
"Siretel"|"Sireţel"|"RO"|"Romania"|4046|"Europe/Bucharest"|"47.4"|"26.73333"
"Siria"|"Şiria"|"RO"|"Romania"|8004|"Europe/Bucharest"|"46.26667"|"21.63333"
"Sirineasa"|"Şirineasa"|"RO"|"Romania"|2571|"Europe/Bucharest"|"44.93333"|"24.2"
"Sirna"|"Şirna"|"RO"|"Romania"|5331|"Europe/Bucharest"|"44.8"|"25.95"
"Sisesti"|"Şişeşti"|"RO"|"Romania"|0|"Europe/Bucharest"|"44.7775"|"22.83944"
"Sisesti"|"Șisești"|"RO"|"Romania"|1573|"Europe/Bucharest"|"47.63506"|"23.70794"
"Sistarovat"|"Şiştarovăţ"|"RO"|"Romania"|374|"Europe/Bucharest"|"46.01667"|"21.73333"
"Sita Buzaului"|"Sita Buzăului"|"RO"|"Romania"|4788|"Europe/Bucharest"|"45.65"|"26.06667"
"Sivita"|"Șivița"|"RO"|"Romania"|2638|"Europe/Bucharest"|"45.61285"|"28.05757"
"Slanic"|"Slănic"|"RO"|"Romania"|6967|"Europe/Bucharest"|"45.25"|"25.93333"
"Slanic"|"Slănic"|"RO"|"Romania"|1114|"Europe/Bucharest"|"45.23108"|"24.89411"
"Slanic-Moldova"|"Slănic-Moldova"|"RO"|"Romania"|4955|"Europe/Bucharest"|"46.22308"|"26.47413"
"Slatina"|"Slatina"|"RO"|"Romania"|5196|"Europe/Bucharest"|"47.45"|"26.01667"
"Slatina"|"Slatina"|"RO"|"Romania"|78988|"Europe/Bucharest"|"44.43333"|"24.36667"
"Slatina-Timis"|"Slatina-Timiş"|"RO"|"Romania"|3037|"Europe/Bucharest"|"45.25"|"22.28333"
"Slatioara"|"Slătioara"|"RO"|"Romania"|2528|"Europe/Bucharest"|"44.4"|"24.31667"
"Slava Cercheza"|"Slava Cercheză"|"RO"|"Romania"|852|"Europe/Bucharest"|"44.90128"|"28.54753"
"Slava Rusa"|"Slava Rusă"|"RO"|"Romania"|1524|"Europe/Bucharest"|"44.85029"|"28.60557"
"Slaveni"|"Slăveni"|"RO"|"Romania"|1620|"Europe/Bucharest"|"44.08558"|"24.52843"
"Slimnic"|"Slimnic"|"RO"|"Romania"|3592|"Europe/Bucharest"|"45.91667"|"24.16667"
"Slivilesti"|"Slivileşti"|"RO"|"Romania"|3778|"Europe/Bucharest"|"44.78333"|"23.13333"
"Slobozia"|"Slobozia"|"RO"|"Romania"|2626|"Europe/Bucharest"|"43.85"|"25.9"
"Slobozia"|"Slobozia"|"RO"|"Romania"|1774|"Europe/Bucharest"|"46.47495"|"27.31111"
"Slobozia"|"Slobozia"|"RO"|"Romania"|1136|"Europe/Bucharest"|"47.4772"|"26.88958"
"Slobozia"|"Slobozia"|"RO"|"Romania"|5045|"Europe/Bucharest"|"44.52527"|"25.24263"
"Slobozia"|"Slobozia"|"RO"|"Romania"|52710|"Europe/Bucharest"|"44.5647"|"27.3633"
"Slobozia"|"Slobozia"|"RO"|"Romania"|3136|"Europe/Bucharest"|"46.84892"|"26.53344"
"Slobozia"|"Slobozia"|"RO"|"Romania"|1376|"Europe/Bucharest"|"47.05758"|"27.41446"
"Slobozia Bradului"|"Slobozia Bradului"|"RO"|"Romania"|5060|"Europe/Bucharest"|"45.5"|"27.05"
"Slobozia Conachi"|"Slobozia Conachi"|"RO"|"Romania"|3050|"Europe/Bucharest"|"45.58333"|"27.78333"
"Slobozia Moara"|"Slobozia Moara"|"RO"|"Romania"|2340|"Europe/Bucharest"|"44.6"|"25.71667"
"Slobozia-Campineanca"|"Slobozia-Câmpineanca"|"RO"|"Romania"|3158|"Europe/Bucharest"|"45.7"|"27.13333"
"Slobozia-Ciorasti"|"Slobozia-Ciorăşti"|"RO"|"Romania"|2077|"Europe/Bucharest"|"45.61667"|"27.2"
"Slobozia-Mandra"|"Slobozia-Mândra"|"RO"|"Romania"|4159|"Europe/Bucharest"|"43.91667"|"24.7"
"Slon"|"Slon"|"RO"|"Romania"|2469|"Europe/Bucharest"|"45.35521"|"26.04189"
"Smardan"|"Smârdan"|"RO"|"Romania"|1540|"Europe/Bucharest"|"43.93382"|"22.96592"
"Smardan"|"Smârdan"|"RO"|"Romania"|3961|"Europe/Bucharest"|"45.48333"|"27.93333"
"Smardan"|"Smârdan"|"RO"|"Romania"|1077|"Europe/Bucharest"|"45.2867"|"28.00368"
"Smardioasa"|"Smârdioasa"|"RO"|"Romania"|2658|"Europe/Bucharest"|"43.85"|"25.43333"
"Smeeni"|"Smeeni"|"RO"|"Romania"|7015|"Europe/Bucharest"|"44.98333"|"26.85"
"Smirna"|"Smirna"|"RO"|"Romania"|1228|"Europe/Bucharest"|"44.72405"|"27.35478"
"Smulti"|"Smulţi"|"RO"|"Romania"|1611|"Europe/Bucharest"|"45.93333"|"27.75"
"Snagov"|"Snagov"|"RO"|"Romania"|6126|"Europe/Bucharest"|"44.7"|"26.18333"
